[uV]
5,6396484375
-0,604248046875
-26,0833740234375
-30,9173583984375
-7,7545166015625
5,1361083984375
-23,968505859375
-16,717529296875
1,9134521484375
-2,1148681640625
31,01806640625
58,209228515625
46,4263916015625
-119,439697265625
-32,9315185546875
-3,9276123046875
78,0487060546875
85,198974609375
5,3375244140625
-6,4453125
133,941650390625
112,79296875
146,630859375
55,6915283203125
60,5255126953125
246,331787109375
-95,7733154296875
27,4932861328125
9,063720703125
0,7049560546875
-97,1832275390625
99,6002197265625
-37,5640869140625
-16,6168212890625
58,5113525390625
-31,4208984375
-12,3870849609375
-14,8040771484375
-90,032958984375
-123,971557617188
-53,57666015625
163,449096679688
53,57666015625
22,15576171875
102,520751953125
-25,2777099609375
-78,6529541015625
86,5081787109375
210,379028320313
-36,7584228515625
-28,399658203125
73,2147216796875
-86,407470703125
-45,318603515625
-25,6805419921875
18,8323974609375
-48,6419677734375
5,438232421875
18,93310546875
200,308227539063
-16,51611328125
37,1612548828125
46,527099609375
-125,985717773438
6,1431884765625
-224,679565429688
-47,8363037109375
16,4154052734375
122,662353515625
-96,27685546875
107,052612304688
-132,028198242188
-123,367309570313
-264,157104492188
57,403564453125
-48,0377197265625
-142,300415039063
-92,7520751953125
-70,697021484375
-100,506591796875
-24,0692138671875
129,611206054688
102,923583984375
160,025024414063
-106,448364257813
9,5672607421875
-71,905517578125
-48,0377197265625
-152,874755859375
48,4405517578125
34,3414306640625
-206,350708007813
-127,798461914063
-154,586791992188
-151,263427734375
48,6419677734375
-194,970703125
65,3594970703125
-94,7662353515625
-106,146240234375
75,4302978515625
-37,5640869140625
-154,083251953125
-115,2099609375
-71,099853515625
92,449951171875
112,591552734375
77,0416259765625
-141,293334960938
88,5223388671875
8,9630126953125
249,755859375
-221,255493164063
-162,945556640625
-184,4970703125
23,8677978515625
-9,5672607421875
-141,293334960938
277,752685546875
97,686767578125
44,0093994140625
-121,554565429688
-34,6435546875
-176,4404296875
97,1832275390625
55,2886962890625
-14,300537109375
-35,7513427734375
-674,74365234375
329,818725585938
-64,654541015625
-4,229736328125
-215,817260742188
-3,62548828125
459,732055664063
-362,750244140625
159,521484375
-241,397094726563
-152,169799804688
-176,339721679688
-204,336547851563
-338,681030273438
-30,1116943359375
70,1934814453125
3,5247802734375
-236,563110351563
118,936157226563
-207,861328125
266,775512695313
126,287841796875
-7,3516845703125
145,220947265625
10,4736328125
-224,7802734375
101,513671875
114,404296875
67,7764892578125
-51,2603759765625
-13,897705078125
205,545043945313
119,943237304688
-11,1785888671875
190,237426757813
-315,41748046875
-70,8984375
108,059692382813
90,5364990234375
645,639038085938
74,0203857421875
28,1982421875
-605,355834960938
66,8701171875
-126,791381835938
-131,927490234375
-41,290283203125
44,6136474609375
42,095947265625
462,149047851563
572,525024414063
89,227294921875
93,9605712890625
30,816650390625
196,481323242188
115,713500976563
-268,789672851563
62,640380859375
-367,181396484375
76,5380859375
28,7017822265625
-111,685180664063
-540,902709960938
-206,753540039063
-264,358520507813
-4,229736328125
268,2861328125
-0,9063720703125
9,1644287109375
-7,3516845703125
19,6380615234375
64,85595703125
237,368774414063
-301,217651367188
154,083251953125
-14,501953125
84,393310546875
-64,654541015625
-88,9251708984375
-138,070678710938
0,7049560546875
6,1431884765625
420,15380859375
230,01708984375
-142,501831054688
-43,707275390625
-498,7060546875
716,2353515625
-118,533325195313
34,9456787109375
308,871459960938
-68,1793212890625
208,868408203125
-23,2635498046875
219,442749023438
-107,354736328125
-56,9000244140625
82,58056640625
64,9566650390625
29,9102783203125
-7,452392578125
45,0164794921875
-174,929809570313
929,031372070313
-161,032104492188
-81,6741943359375
-78,2501220703125
56,0943603515625
90,3350830078125
104,736328125
-39,1754150390625
-37,9669189453125
-92,9534912109375
-219,845581054688
-48,6419677734375
-188,223266601563
54,8858642578125
34,7442626953125
82,6812744140625
-15,8111572265625
-199,301147460938
23,76708984375
272,817993164063
-136,862182617188
-93,45703125
160,830688476563
-162,844848632813
192,654418945313
-138,070678710938
128,201293945313
144,818115234375
-185,70556640625
-46,0235595703125
-46,0235595703125
101,715087890625
-304,843139648438
-13,29345703125
-1,7120361328125
17,120361328125
81,8756103515625
-130,11474609375
-59,9212646484375
-152,67333984375
272,616577148438
-23,8677978515625
295,27587890625
8,8623046875
75,6317138671875
178,958129882813
577,056884765625
240,792846679688
168,484497070313
-221,759033203125
-53,4759521484375
28,399658203125
163,14697265625
-102,822875976563
8,1573486328125
-56,4971923828125
42,1966552734375
122,259521484375
8,258056640625
101,312255859375
-79,156494140625
117,123413085938
-127,69775390625
-108,160400390625
-27,593994140625
-3,62548828125
-120,748901367188
24,8748779296875
8,5601806640625
68,3807373046875
Maximum-Measurement End
1,409912109375
5,3375244140625
-1,007080078125
-3,9276123046875
-7,855224609375
-11,077880859375
2,1148681640625
-0,604248046875
-8,9630126953125
-5,9417724609375
7,452392578125
-6,646728515625
2,3162841796875
-3,424072265625
5,6396484375
-7,5531005859375
2,618408203125
-0,201416015625
0,9063720703125
4,5318603515625
-6,1431884765625
0,604248046875
0,7049560546875
4,5318603515625
-7,1502685546875
0,5035400390625
-2,9205322265625
-6,04248046875
4,9346923828125
-0,1007080078125
5,9417724609375
-9,66796875
-8,5601806640625
5,1361083984375
-6,9488525390625
1,611328125
2,7191162109375
0,1007080078125
2,1148681640625
-5,9417724609375
